IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,MNE,Montenegro,Year,2020,TRUE,Residence Area Type,Urban,URB,Cooking fuel,Coal,FUEL_COAL,,,,,,,0.00,,,0,,0.017,0.001 [0 – 0.017],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,MNE,Montenegro,Year,2020,TRUE,Residence Area Type,Rural,RUR,Cooking fuel,Kerosene,FUEL_KEROSENE,,,,,,,0.00,,,0,,0.005,0 [0 – 0.005],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,MNE,Montenegro,Year,2020,TRUE,Residence Area Type,Rural,RUR,Cooking fuel,Gas,FUEL_GAS,,,,,,,0.02,,,0.002,,0.044,0.015 [0.002 – 0.044],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,MNE,Montenegro,Year,2020,TRUE,Residence Area Type,Rural,RUR,Cooking fuel,Electricity,FUEL_ELECTRICITY,,,,,,,0.05,,,0.011,,0.11,0.051 [0.011 – 0.11],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,MNE,Montenegro,Year,2020,TRUE,Residence Area Type,Rural,RUR,Cooking fuel,Biomass,FUEL_BIOMASS,,,,,,,0.13,,,0.065,,0.19,0.13 [0.065 – 0.19],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,MNE,Montenegro,Year,2020,TRUE,Residence Area Type,Rural,RUR,Cooking fuel,Charcoal,FUEL_CHARCOAL,,,,,,,0.00,,,0,,0.0008,0 [0 – 0.000 8],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,MNE,Montenegro,Year,2020,TRUE,Residence Area Type,Rural,RUR,Cooking fuel,Coal,FUEL_COAL,,,,,,,0.00,,,0,,0.013,0.001 [0 – 0.013],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,ROU,Romania,Year,2020,TRUE,Residence Area Type,Total,TOTL,Cooking fuel,Kerosene,FUEL_KEROSENE,,,,,,,0.00,,,0,,0.95,0 [0 – 0.95],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,ROU,Romania,Year,2020,TRUE,Residence Area Type,Total,TOTL,Cooking fuel,Gas,FUEL_GAS,,,,,,,16.60,,,11.71,,18.96,16.6 [11.71 – 18.96],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,ROU,Romania,Year,2020,TRUE,Residence Area Type,Total,TOTL,Cooking fuel,Electricity,FUEL_ELECTRICITY,,,,,,,0.08,,,0,,1.42,0.078 [0 – 1.42],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,ROU,Romania,Year,2020,TRUE,Residence Area Type,Total,TOTL,Cooking fuel,Biomass,FUEL_BIOMASS,,,,,,,2.23,,,0.21,,7.17,2.23 [0.21 – 7.17],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,ROU,Romania,Year,2020,TRUE,Residence Area Type,Total,TOTL,Cooking fuel,Charcoal,FUEL_CHARCOAL,,,,,,,0.00,,,0,,0.12,0 [0 – 0.12],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,ROU,Romania,Year,2020,TRUE,Residence Area Type,Total,TOTL,Cooking fuel,Coal,FUEL_COAL,,,,,,,0.00,,,0,,0.12,0 [0 – 0.12],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,ROU,Romania,Year,2020,TRUE,Residence Area Type,Urban,URB,Cooking fuel,Kerosene,FUEL_KEROSENE,,,,,,,0.00,,,0,,0.58,0 [0 – 0.58],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,ROU,Romania,Year,2020,TRUE,Residence Area Type,Urban,URB,Cooking fuel,Gas,FUEL_GAS,,,,,,,9.91,,,6.9,,10.5,9.91 [6.9 – 10.5],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,ROU,Romania,Year,2020,TRUE,Residence Area Type,Urban,URB,Cooking fuel,Electricity,FUEL_ELECTRICITY,,,,,,,0.03,,,0,,0.99,0.032 [0 – 0.99],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,ROU,Romania,Year,2020,TRUE,Residence Area Type,Urban,URB,Cooking fuel,Biomass,FUEL_BIOMASS,,,,,,,0.32,,,0,,3.22,0.32 [0 – 3.22],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,ROU,Romania,Year,2020,TRUE,Residence Area Type,Urban,URB,Cooking fuel,Charcoal,FUEL_CHARCOAL,,,,,,,0.00,,,0,,0.053,0 [0 – 0.053],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,ROU,Romania,Year,2020,TRUE,Residence Area Type,Urban,URB,Cooking fuel,Coal,FUEL_COAL,,,,,,,0.00,,,0,,0.042,0 [0 – 0.042],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,ROU,Romania,Year,2020,TRUE,Residence Area Type,Rural,RUR,Cooking fuel,Kerosene,FUEL_KEROSENE,,,,,,,0.00,,,0,,0.45,0 [0 – 0.45],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,ROU,Romania,Year,2020,TRUE,Residence Area Type,Rural,RUR,Cooking fuel,Gas,FUEL_GAS,,,,,,,6.93,,,3.29,,8.63,6.93 [3.29 – 8.63],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,ROU,Romania,Year,2020,TRUE,Residence Area Type,Rural,RUR,Cooking fuel,Electricity,FUEL_ELECTRICITY,,,,,,,0.02,,,0,,0.79,0.018 [0 – 0.79],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,ROU,Romania,Year,2020,TRUE,Residence Area Type,Rural,RUR,Cooking fuel,Biomass,FUEL_BIOMASS,,,,,,,1.68,,,0.14,,5.34,1.68 [0.14 – 5.34],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,ROU,Romania,Year,2020,TRUE,Residence Area Type,Rural,RUR,Cooking fuel,Charcoal,FUEL_CHARCOAL,,,,,,,0.00,,,0,,0.062,0 [0 – 0.062],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,ROU,Romania,Year,2020,TRUE,Residence Area Type,Rural,RUR,Cooking fuel,Coal,FUEL_COAL,,,,,,,0.00,,,0,,0.071,0 [0 – 0.071],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2020,TRUE,Residence Area Type,Total,TOTL,Cooking fuel,Kerosene,FUEL_KEROSENE,,,,,,,0.00,,,0,,11.65,0 [0 – 11.65],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2020,TRUE,Residence Area Type,Total,TOTL,Cooking fuel,Gas,FUEL_GAS,,,,,,,101.90,,,44.86,,135.7,101.9 [44.86 – 135.7],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2020,TRUE,Residence Area Type,Total,TOTL,Cooking fuel,Electricity,FUEL_ELECTRICITY,,,,,,,15.17,,,1.15,,59.96,15.17 [1.15 – 59.96],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2020,TRUE,Residence Area Type,Total,TOTL,Cooking fuel,Biomass,FUEL_BIOMASS,,,,,,,14.09,,,0,,69.45,14.09 [0 – 69.45],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2020,TRUE,Residence Area Type,Total,TOTL,Cooking fuel,Charcoal,FUEL_CHARCOAL,,,,,,,0.00,,,0,,3.16,0 [0 – 3.16],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2020,TRUE,Residence Area Type,Total,TOTL,Cooking fuel,Coal,FUEL_COAL,,,,,,,1.01,,,0,,22,1.01 [0 – 22],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2020,TRUE,Residence Area Type,Urban,URB,Cooking fuel,Kerosene,FUEL_KEROSENE,,,,,,,0.00,,,0,,8.49,0 [0 – 8.49],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2020,TRUE,Residence Area Type,Urban,URB,Cooking fuel,Gas,FUEL_GAS,,,,,,,77.61,,,21.92,,103.9,77.61 [21.92 – 103.9],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2020,TRUE,Residence Area Type,Urban,URB,Cooking fuel,Electricity,FUEL_ELECTRICITY,,,,,,,11.61,,,0.32,,56.33,11.61 [0.32 – 56.33],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2020,TRUE,Residence Area Type,Urban,URB,Cooking fuel,Biomass,FUEL_BIOMASS,,,,,,,6.45,,,0,,60.41,6.45 [0 – 60.41],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2020,TRUE,Residence Area Type,Urban,URB,Cooking fuel,Charcoal,FUEL_CHARCOAL,,,,,,,0.00,,,0,,1.4,0 [0 – 1.4],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2020,TRUE,Residence Area Type,Urban,URB,Cooking fuel,Coal,FUEL_COAL,,,,,,,0.54,,,0,,19.99,0.54 [0 – 19.99],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2020,TRUE,Residence Area Type,Rural,RUR,Cooking fuel,Kerosene,FUEL_KEROSENE,,,,,,,0.00,,,0,,1.67,0 [0 – 1.67],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2020,TRUE,Residence Area Type,Rural,RUR,Cooking fuel,Gas,FUEL_GAS,,,,,,,26.74,,,5.26,,35.94,26.74 [5.26 – 35.94],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2020,TRUE,Residence Area Type,Rural,RUR,Cooking fuel,Electricity,FUEL_ELECTRICITY,,,,,,,1.60,,,0,,17.82,1.6 [0 – 17.82],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2020,TRUE,Residence Area Type,Rural,RUR,Cooking fuel,Biomass,FUEL_BIOMASS,,,,,,,3.92,,,0,,26.18,3.92 [0 – 26.18],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2020,TRUE,Residence Area Type,Rural,RUR,Cooking fuel,Charcoal,FUEL_CHARCOAL,,,,,,,0.00,,,0,,2,0 [0 – 2],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2020,TRUE,Residence Area Type,Rural,RUR,Cooking fuel,Coal,FUEL_COAL,,,,,,,0.00,,,0,,5.08,0 [0 – 5.08],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SRB,Serbia,Year,2020,TRUE,Residence Area Type,Total,TOTL,Cooking fuel,Kerosene,FUEL_KEROSENE,,,,,,,0.00,,,0,,0.3,0 [0 – 0.3],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SRB,Serbia,Year,2020,TRUE,Residence Area Type,Total,TOTL,Cooking fuel,Gas,FUEL_GAS,,,,,,,1.33,,,0.56,,2.47,1.33 [0.56 – 2.47],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SRB,Serbia,Year,2020,TRUE,Residence Area Type,Total,TOTL,Cooking fuel,Electricity,FUEL_ELECTRICITY,,,,,,,5.51,,,4.1,,6.71,5.51 [4.1 – 6.71],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SRB,Serbia,Year,2020,TRUE,Residence Area Type,Total,TOTL,Cooking fuel,Biomass,FUEL_BIOMASS,,,,,,,1.67,,,0.74,,3.04,1.67 [0.74 – 3.04],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SRB,Serbia,Year,2020,TRUE,Residence Area Type,Total,TOTL,Cooking fuel,Charcoal,FUEL_CHARCOAL,,,,,,,0.01,,,0,,0.07,0.009 [0 – 0.07],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SRB,Serbia,Year,2020,TRUE,Residence Area Type,Total,TOTL,Cooking fuel,Coal,FUEL_COAL,,,,,,,0.02,,,0,,0.13,0.017 [0 – 0.13],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SRB,Serbia,Year,2020,TRUE,Residence Area Type,Urban,URB,Cooking fuel,Kerosene,FUEL_KEROSENE,,,,,,,0.00,,,0,,0.2,0 [0 – 0.2],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SRB,Serbia,Year,2020,TRUE,Residence Area Type,Urban,URB,Cooking fuel,Gas,FUEL_GAS,,,,,,,0.66,,,0.2,,1.42,0.66 [0.2 – 1.42],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SRB,Serbia,Year,2020,TRUE,Residence Area Type,Urban,URB,Cooking fuel,Electricity,FUEL_ELECTRICITY,,,,,,,3.76,,,2.87,,4.41,3.76 [2.87 – 4.41],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SRB,Serbia,Year,2020,TRUE,Residence Area Type,Urban,URB,Cooking fuel,Biomass,FUEL_BIOMASS,,,,,,,0.36,,,0.039,,1.07,0.36 [0.039 – 1.07],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SRB,Serbia,Year,2020,TRUE,Residence Area Type,Urban,URB,Cooking fuel,Charcoal,FUEL_CHARCOAL,,,,,,,0.00,,,0,,0.025,0 [0 – 0.025],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SRB,Serbia,Year,2020,TRUE,Residence Area Type,Urban,URB,Cooking fuel,Coal,FUEL_COAL,,,,,,,0.01,,,0,,0.084,0.01 [0 – 0.084],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SRB,Serbia,Year,2020,TRUE,Residence Area Type,Rural,RUR,Cooking fuel,Kerosene,FUEL_KEROSENE,,,,,,,0.00,,,0,,0.14,0 [0 – 0.14],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SRB,Serbia,Year,2020,TRUE,Residence Area Type,Rural,RUR,Cooking fuel,Gas,FUEL_GAS,,,,,,,0.66,,,0.25,,1.3,0.66 [0.25 – 1.3],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SRB,Serbia,Year,2020,TRUE,Residence Area Type,Rural,RUR,Cooking fuel,Electricity,FUEL_ELECTRICITY,,,,,,,1.71,,,0.95,,2.43,1.71 [0.95 – 2.43],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SRB,Serbia,Year,2020,TRUE,Residence Area Type,Rural,RUR,Cooking fuel,Biomass,FUEL_BIOMASS,,,,,,,1.33,,,0.61,,2.22,1.33 [0.61 – 2.22],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SRB,Serbia,Year,2020,TRUE,Residence Area Type,Rural,RUR,Cooking fuel,Charcoal,FUEL_CHARCOAL,,,,,,,0.00,,,0,,0.061,0.004 [0 – 0.061],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SRB,Serbia,Year,2020,TRUE,Residence Area Type,Rural,RUR,Cooking fuel,Coal,FUEL_COAL,,,,,,,0.00,,,0,,0.064,0.004 [0 – 0.064],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVK,Slovakia,Year,2020,TRUE,Residence Area Type,Total,TOTL,Cooking fuel,Kerosene,FUEL_KEROSENE,,,,,,,0.00,,,0,,0.53,0 [0 – 0.53],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVK,Slovakia,Year,2020,TRUE,Residence Area Type,Total,TOTL,Cooking fuel,Gas,FUEL_GAS,,,,,,,3.69,,,1.22,,5.26,3.69 [1.22 – 5.26],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVK,Slovakia,Year,2020,TRUE,Residence Area Type,Total,TOTL,Cooking fuel,Electricity,FUEL_ELECTRICITY,,,,,,,0.88,,,0.011,,3.2,0.88 [0.011 – 3.2],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVK,Slovakia,Year,2020,TRUE,Residence Area Type,Total,TOTL,Cooking fuel,Biomass,FUEL_BIOMASS,,,,,,,0.22,,,0,,2.39,0.22 [0 – 2.39],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVK,Slovakia,Year,2020,TRUE,Residence Area Type,Total,TOTL,Cooking fuel,Charcoal,FUEL_CHARCOAL,,,,,,,0.00,,,0,,0.11,0 [0 – 0.11],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVK,Slovakia,Year,2020,TRUE,Residence Area Type,Total,TOTL,Cooking fuel,Coal,FUEL_COAL,,,,,,,0.01,,,0,,0.56,0.005 [0 – 0.56],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVK,Slovakia,Year,2020,TRUE,Residence Area Type,Urban,URB,Cooking fuel,Kerosene,FUEL_KEROSENE,,,,,,,0.00,,,0,,0.3,0 [0 – 0.3],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVK,Slovakia,Year,2020,TRUE,Residence Area Type,Urban,URB,Cooking fuel,Gas,FUEL_GAS,,,,,,,2.37,,,0.33,,2.92,2.37 [0.33 – 2.92],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVK,Slovakia,Year,2020,TRUE,Residence Area Type,Urban,URB,Cooking fuel,Electricity,FUEL_ELECTRICITY,,,,,,,0.24,,,0,,2.15,0.24 [0 – 2.15],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVK,Slovakia,Year,2020,TRUE,Residence Area Type,Urban,URB,Cooking fuel,Biomass,FUEL_BIOMASS,,,,,,,0.02,,,0,,0.98,0.015 [0 – 0.98],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVK,Slovakia,Year,2020,TRUE,Residence Area Type,Urban,URB,Cooking fuel,Charcoal,FUEL_CHARCOAL,,,,,,,0.00,,,0,,0.062,0 [0 – 0.062],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVK,Slovakia,Year,2020,TRUE,Residence Area Type,Urban,URB,Cooking fuel,Coal,FUEL_COAL,,,,,,,0.00,,,0,,0.53,0.003 [0 – 0.53],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVK,Slovakia,Year,2020,TRUE,Residence Area Type,Rural,RUR,Cooking fuel,Kerosene,FUEL_KEROSENE,,,,,,,0.00,,,0,,0.3,0 [0 – 0.3],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVK,Slovakia,Year,2020,TRUE,Residence Area Type,Rural,RUR,Cooking fuel,Gas,FUEL_GAS,,,,,,,1.55,,,0.081,,2.49,1.55 [0.081 – 2.49],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,EUR,Europe,Country,SVK,Slovakia,Year,2020,TRUE,Residence Area Type,Rural,RUR,Cooking fuel,Electricity,FUEL_ELECTRICITY,,,,,,,0.36,,,0,,2.06,0.36 [0 – 2.06],,,EN,2022-07-28
