IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,AGO,Angola,Year,2020,TRUE,Residence Area Type,Total,TOTL,Cooking fuel,Kerosene,FUEL_KEROSENE,,,,,,,0.46,,,0,,2.17,0.46 [0 – 2.17],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,AGO,Angola,Year,2020,TRUE,Residence Area Type,Total,TOTL,Cooking fuel,Gas,FUEL_GAS,,,,,,,15.43,,,9.29,,21.27,15.43 [9.29 – 21.27],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,AGO,Angola,Year,2020,TRUE,Residence Area Type,Total,TOTL,Cooking fuel,Electricity,FUEL_ELECTRICITY,,,,,,,0.62,,,0.033,,2.59,0.62 [0.033 – 2.59],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,AGO,Angola,Year,2020,TRUE,Residence Area Type,Total,TOTL,Cooking fuel,Biomass,FUEL_BIOMASS,,,,,,,11.03,,,6.14,,16.58,11.03 [6.14 – 16.58],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,AGO,Angola,Year,2020,TRUE,Residence Area Type,Total,TOTL,Cooking fuel,Charcoal,FUEL_CHARCOAL,,,,,,,4.46,,,1.67,,8.7,4.46 [1.67 – 8.7],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,AGO,Angola,Year,2020,TRUE,Residence Area Type,Total,TOTL,Cooking fuel,Coal,FUEL_COAL,,,,,,,0.00,,,0,,0.33,0 [0 – 0.33],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,AGO,Angola,Year,2020,TRUE,Residence Area Type,Urban,URB,Cooking fuel,Kerosene,FUEL_KEROSENE,,,,,,,0.37,,,0,,2.15,0.37 [0 – 2.15],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,AGO,Angola,Year,2020,TRUE,Residence Area Type,Urban,URB,Cooking fuel,Gas,FUEL_GAS,,,,,,,15.95,,,10.57,,19.63,15.95 [10.57 – 19.63],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,AGO,Angola,Year,2020,TRUE,Residence Area Type,Urban,URB,Cooking fuel,Electricity,FUEL_ELECTRICITY,,,,,,,0.72,,,0.044,,2.61,0.72 [0.044 – 2.61],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,AGO,Angola,Year,2020,TRUE,Residence Area Type,Urban,URB,Cooking fuel,Biomass,FUEL_BIOMASS,,,,,,,1.14,,,0.13,,3.66,1.14 [0.13 – 3.66],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,AGO,Angola,Year,2020,TRUE,Residence Area Type,Urban,URB,Cooking fuel,Charcoal,FUEL_CHARCOAL,,,,,,,3.03,,,0.64,,7.39,3.03 [0.64 – 7.39],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,AGO,Angola,Year,2020,TRUE,Residence Area Type,Urban,URB,Cooking fuel,Coal,FUEL_COAL,,,,,,,0.00,,,0,,0.15,0 [0 – 0.15],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,AGO,Angola,Year,2020,TRUE,Residence Area Type,Rural,RUR,Cooking fuel,Kerosene,FUEL_KEROSENE,,,,,,,0.04,,,0,,0.35,0.044 [0 – 0.35],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,AGO,Angola,Year,2020,TRUE,Residence Area Type,Rural,RUR,Cooking fuel,Gas,FUEL_GAS,,,,,,,0.87,,,0.14,,2.52,0.87 [0.14 – 2.52],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,AGO,Angola,Year,2020,TRUE,Residence Area Type,Rural,RUR,Cooking fuel,Electricity,FUEL_ELECTRICITY,,,,,,,0.01,,,0,,0.12,0.011 [0 – 0.12],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,AGO,Angola,Year,2020,TRUE,Residence Area Type,Rural,RUR,Cooking fuel,Biomass,FUEL_BIOMASS,,,,,,,8.45,,,6.26,,9.99,8.45 [6.26 – 9.99],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,AGO,Angola,Year,2020,TRUE,Residence Area Type,Rural,RUR,Cooking fuel,Charcoal,FUEL_CHARCOAL,,,,,,,1.29,,,0.29,,3.13,1.29 [0.29 – 3.13],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,AGO,Angola,Year,2020,TRUE,Residence Area Type,Rural,RUR,Cooking fuel,Coal,FUEL_COAL,,,,,,,0.00,,,0,,0.12,0 [0 – 0.12],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BDI,Burundi,Year,2020,TRUE,Residence Area Type,Total,TOTL,Cooking fuel,Kerosene,FUEL_KEROSENE,,,,,,,0.00,,,0,,0.18,0 [0 – 0.18],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BDI,Burundi,Year,2020,TRUE,Residence Area Type,Total,TOTL,Cooking fuel,Gas,FUEL_GAS,,,,,,,0.00,,,0,,0.14,0 [0 – 0.14],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BDI,Burundi,Year,2020,TRUE,Residence Area Type,Total,TOTL,Cooking fuel,Electricity,FUEL_ELECTRICITY,,,,,,,0.00,,,0,,0.23,0 [0 – 0.23],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BDI,Burundi,Year,2020,TRUE,Residence Area Type,Total,TOTL,Cooking fuel,Biomass,FUEL_BIOMASS,,,,,,,10.16,,,6.59,,11.78,10.16 [6.59 – 11.78],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BDI,Burundi,Year,2020,TRUE,Residence Area Type,Total,TOTL,Cooking fuel,Charcoal,FUEL_CHARCOAL,,,,,,,1.59,,,0.084,,5.12,1.59 [0.084 – 5.12],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BDI,Burundi,Year,2020,TRUE,Residence Area Type,Total,TOTL,Cooking fuel,Coal,FUEL_COAL,,,,,,,0.02,,,0,,0.29,0.024 [0 – 0.29],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BDI,Burundi,Year,2020,TRUE,Residence Area Type,Urban,URB,Cooking fuel,Kerosene,FUEL_KEROSENE,,,,,,,0.00,,,0,,0.025,0 [0 – 0.025],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BDI,Burundi,Year,2020,TRUE,Residence Area Type,Urban,URB,Cooking fuel,Gas,FUEL_GAS,,,,,,,0.00,,,0,,0.02,0 [0 – 0.02],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BDI,Burundi,Year,2020,TRUE,Residence Area Type,Urban,URB,Cooking fuel,Electricity,FUEL_ELECTRICITY,,,,,,,0.00,,,0,,0.075,0.003 [0 – 0.075],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BDI,Burundi,Year,2020,TRUE,Residence Area Type,Urban,URB,Cooking fuel,Biomass,FUEL_BIOMASS,,,,,,,0.27,,,0.054,,0.68,0.27 [0.054 – 0.68],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BDI,Burundi,Year,2020,TRUE,Residence Area Type,Urban,URB,Cooking fuel,Charcoal,FUEL_CHARCOAL,,,,,,,1.32,,,0.92,,1.55,1.32 [0.92 – 1.55],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BDI,Burundi,Year,2020,TRUE,Residence Area Type,Urban,URB,Cooking fuel,Coal,FUEL_COAL,,,,,,,0.01,,,0,,0.11,0.005 [0 – 0.11],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BDI,Burundi,Year,2020,TRUE,Residence Area Type,Rural,RUR,Cooking fuel,Kerosene,FUEL_KEROSENE,,,,,,,0.00,,,0,,0.15,0 [0 – 0.15],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BDI,Burundi,Year,2020,TRUE,Residence Area Type,Rural,RUR,Cooking fuel,Gas,FUEL_GAS,,,,,,,0.00,,,0,,0.11,0 [0 – 0.11],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BDI,Burundi,Year,2020,TRUE,Residence Area Type,Rural,RUR,Cooking fuel,Electricity,FUEL_ELECTRICITY,,,,,,,0.00,,,0,,0.16,0 [0 – 0.16],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BDI,Burundi,Year,2020,TRUE,Residence Area Type,Rural,RUR,Cooking fuel,Biomass,FUEL_BIOMASS,,,,,,,9.65,,,8.08,,10.26,9.65 [8.08 – 10.26],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BDI,Burundi,Year,2020,TRUE,Residence Area Type,Rural,RUR,Cooking fuel,Charcoal,FUEL_CHARCOAL,,,,,,,0.52,,,0.01,,2,0.52 [0.01 – 2],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BDI,Burundi,Year,2020,TRUE,Residence Area Type,Rural,RUR,Cooking fuel,Coal,FUEL_COAL,,,,,,,0.01,,,0,,0.2,0.01 [0 – 0.2],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BEN,Benin,Year,2020,TRUE,Residence Area Type,Total,TOTL,Cooking fuel,Kerosene,FUEL_KEROSENE,,,,,,,0.00,,,0,,0.097,0 [0 – 0.097],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BEN,Benin,Year,2020,TRUE,Residence Area Type,Total,TOTL,Cooking fuel,Gas,FUEL_GAS,,,,,,,0.42,,,0.061,,1.32,0.42 [0.061 – 1.32],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BEN,Benin,Year,2020,TRUE,Residence Area Type,Total,TOTL,Cooking fuel,Electricity,FUEL_ELECTRICITY,,,,,,,0.02,,,0,,0.16,0.024 [0 – 0.16],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BEN,Benin,Year,2020,TRUE,Residence Area Type,Total,TOTL,Cooking fuel,Biomass,FUEL_BIOMASS,,,,,,,8.47,,,5.43,,10.66,8.47 [5.43 – 10.66],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BEN,Benin,Year,2020,TRUE,Residence Area Type,Total,TOTL,Cooking fuel,Charcoal,FUEL_CHARCOAL,,,,,,,2.95,,,0.92,,5.9,2.95 [0.92 – 5.9],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BEN,Benin,Year,2020,TRUE,Residence Area Type,Total,TOTL,Cooking fuel,Coal,FUEL_COAL,,,,,,,0.09,,,0,,0.59,0.085 [0 – 0.59],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BEN,Benin,Year,2020,TRUE,Residence Area Type,Urban,URB,Cooking fuel,Kerosene,FUEL_KEROSENE,,,,,,,0.00,,,0,,0.082,0 [0 – 0.082],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BEN,Benin,Year,2020,TRUE,Residence Area Type,Urban,URB,Cooking fuel,Gas,FUEL_GAS,,,,,,,0.39,,,0.07,,1.1,0.39 [0.07 – 1.1],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BEN,Benin,Year,2020,TRUE,Residence Area Type,Urban,URB,Cooking fuel,Electricity,FUEL_ELECTRICITY,,,,,,,0.01,,,0,,0.094,0.012 [0 – 0.094],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BEN,Benin,Year,2020,TRUE,Residence Area Type,Urban,URB,Cooking fuel,Biomass,FUEL_BIOMASS,,,,,,,2.83,,,0.56,,4.84,2.83 [0.56 – 4.84],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BEN,Benin,Year,2020,TRUE,Residence Area Type,Urban,URB,Cooking fuel,Charcoal,FUEL_CHARCOAL,,,,,,,2.42,,,0.59,,4.64,2.42 [0.59 – 4.64],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BEN,Benin,Year,2020,TRUE,Residence Area Type,Urban,URB,Cooking fuel,Coal,FUEL_COAL,,,,,,,0.06,,,0,,0.47,0.059 [0 – 0.47],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BEN,Benin,Year,2020,TRUE,Residence Area Type,Rural,RUR,Cooking fuel,Kerosene,FUEL_KEROSENE,,,,,,,0.00,,,0,,0.031,0 [0 – 0.031],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BEN,Benin,Year,2020,TRUE,Residence Area Type,Rural,RUR,Cooking fuel,Gas,FUEL_GAS,,,,,,,0.03,,,0,,0.27,0.031 [0 – 0.27],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BEN,Benin,Year,2020,TRUE,Residence Area Type,Rural,RUR,Cooking fuel,Electricity,FUEL_ELECTRICITY,,,,,,,0.01,,,0,,0.075,0.006 [0 – 0.075],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BEN,Benin,Year,2020,TRUE,Residence Area Type,Rural,RUR,Cooking fuel,Biomass,FUEL_BIOMASS,,,,,,,5.50,,,4.38,,6.1,5.5 [4.38 – 6.1],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BEN,Benin,Year,2020,TRUE,Residence Area Type,Rural,RUR,Cooking fuel,Charcoal,FUEL_CHARCOAL,,,,,,,0.63,,,0.088,,1.69,0.63 [0.088 – 1.69],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BEN,Benin,Year,2020,TRUE,Residence Area Type,Rural,RUR,Cooking fuel,Coal,FUEL_COAL,,,,,,,0.02,,,0,,0.17,0.019 [0 – 0.17],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2020,TRUE,Residence Area Type,Total,TOTL,Cooking fuel,Kerosene,FUEL_KEROSENE,,,,,,,0.00,,,0,,0.25,0 [0 – 0.25],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2020,TRUE,Residence Area Type,Total,TOTL,Cooking fuel,Gas,FUEL_GAS,,,,,,,2.17,,,0.81,,4.37,2.17 [0.81 – 4.37],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2020,TRUE,Residence Area Type,Total,TOTL,Cooking fuel,Electricity,FUEL_ELECTRICITY,,,,,,,0.00,,,0,,0.084,0 [0 – 0.084],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2020,TRUE,Residence Area Type,Total,TOTL,Cooking fuel,Biomass,FUEL_BIOMASS,,,,,,,17.31,,,14.9,,19.06,17.31 [14.9 – 19.06],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2020,TRUE,Residence Area Type,Total,TOTL,Cooking fuel,Charcoal,FUEL_CHARCOAL,,,,,,,1.19,,,0.33,,2.61,1.19 [0.33 – 2.61],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2020,TRUE,Residence Area Type,Total,TOTL,Cooking fuel,Coal,FUEL_COAL,,,,,,,0.02,,,0,,0.38,0.021 [0 – 0.38],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2020,TRUE,Residence Area Type,Urban,URB,Cooking fuel,Kerosene,FUEL_KEROSENE,,,,,,,0.00,,,0,,0.096,0 [0 – 0.096],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2020,TRUE,Residence Area Type,Urban,URB,Cooking fuel,Gas,FUEL_GAS,,,,,,,2.23,,,1.01,,3.6,2.23 [1.01 – 3.6],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2020,TRUE,Residence Area Type,Urban,URB,Cooking fuel,Electricity,FUEL_ELECTRICITY,,,,,,,0.00,,,0,,0.064,0 [0 – 0.064],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2020,TRUE,Residence Area Type,Urban,URB,Cooking fuel,Biomass,FUEL_BIOMASS,,,,,,,3.09,,,1.87,,4.36,3.09 [1.87 – 4.36],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2020,TRUE,Residence Area Type,Urban,URB,Cooking fuel,Charcoal,FUEL_CHARCOAL,,,,,,,0.91,,,0.35,,1.78,0.91 [0.35 – 1.78],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2020,TRUE,Residence Area Type,Urban,URB,Cooking fuel,Coal,FUEL_COAL,,,,,,,0.01,,,0,,0.36,0.006 [0 – 0.36],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2020,TRUE,Residence Area Type,Rural,RUR,Cooking fuel,Kerosene,FUEL_KEROSENE,,,,,,,0.00,,,0,,0.1,0 [0 – 0.1],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2020,TRUE,Residence Area Type,Rural,RUR,Cooking fuel,Gas,FUEL_GAS,,,,,,,0.12,,,0,,0.71,0.12 [0 – 0.71],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2020,TRUE,Residence Area Type,Rural,RUR,Cooking fuel,Electricity,FUEL_ELECTRICITY,,,,,,,0.00,,,0,,0.015,0 [0 – 0.015],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2020,TRUE,Residence Area Type,Rural,RUR,Cooking fuel,Biomass,FUEL_BIOMASS,,,,,,,14.03,,,13,,14.45,14.03 [13 – 14.45],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2020,TRUE,Residence Area Type,Rural,RUR,Cooking fuel,Charcoal,FUEL_CHARCOAL,,,,,,,0.26,,,0,,1.1,0.26 [0 – 1.1],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2020,TRUE,Residence Area Type,Rural,RUR,Cooking fuel,Coal,FUEL_COAL,,,,,,,0.00,,,0,,0.1,0 [0 – 0.1],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BWA,Botswana,Year,2020,TRUE,Residence Area Type,Total,TOTL,Cooking fuel,Kerosene,FUEL_KEROSENE,,,,,,,0.01,,,0,,0.075,0.01 [0 – 0.075],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BWA,Botswana,Year,2020,TRUE,Residence Area Type,Total,TOTL,Cooking fuel,Gas,FUEL_GAS,,,,,,,0.88,,,0.55,,1.26,0.88 [0.55 – 1.26],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BWA,Botswana,Year,2020,TRUE,Residence Area Type,Total,TOTL,Cooking fuel,Electricity,FUEL_ELECTRICITY,,,,,,,0.65,,,0.36,,1,0.65 [0.36 – 1],,,EN,2022-07-28
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",numeric,AFR,Africa,Country,BWA,Botswana,Year,2020,TRUE,Residence Area Type,Total,TOTL,Cooking fuel,Biomass,FUEL_BIOMASS,,,,,,,0.84,,,0.47,,1.24,0.84 [0.47 – 1.24],,,EN,2022-07-28
