Country or area,Urban Agglomeration,Latitude,Longitude,Population (in thousands),Country Code,proportion dirty fuel,estimated population burning dirty fuels,proportion electricity access,proportion below $1 per day,estimated addressable population
India,Bokaro Steel City,23.6645,86.1478,634,IND,0.079,50086.0,1.0,0.0023652678315167997,49968
Pakistan,Mardan,34.202,72.0525,381,PAK,0.131,49911.0,1.0,5.3788441201418994e-05,49908
China,Jingmen,31.0417,112.2003,489,CHN,0.10200000000000001,49878.0,1.0,0.0,49878
China,Xingning,24.1455,115.7253,488,CHN,0.10200000000000001,49776.0,1.0,0.0,49776
China,Jianyang,30.3921,104.5448,487,CHN,0.10200000000000001,49674.0,1.0,0.0,49674
China,Beihai,21.4785,109.12,487,CHN,0.10200000000000001,49674.0,1.0,0.0,49674
Jamaica,Kingston,17.997,-76.7936,591,JAM,0.084,49644.0,1.0,0.0,49644
Thailand,Rayong,12.681,101.258,538,THA,0.092,49496.0,1.0,0.0,49496
China,Chaohu,31.6,117.8667,485,CHN,0.10200000000000001,49470.0,1.0,0.0,49470
China,Guang'an,30.4639,106.6351,484,CHN,0.10200000000000001,49368.0,1.0,0.0,49368
Cuba,La Habana (Havana),23.1195,-82.3785,2140,CUB,0.023000000000000003,49220.0,1.0,0.0,49220
China,Changyi,36.8546,119.3913,482,CHN,0.10200000000000001,49164.0,1.0,0.0,49164
India,Raurkela,22.2249,84.8618,623,IND,0.079,49217.0,1.0,0.0023652678315167997,49101
Mexico,Tlaxcala,19.3139,-98.2417,596,MEX,0.08299999999999999,49468.0,0.9980000305,0.0054642808223601,49099
India,Kolhapur,16.6956,74.2317,619,IND,0.079,48901.0,1.0,0.0023652678315167997,48785
India,Ajmer,26.45,74.6333,614,IND,0.079,48506.0,1.0,0.0023652678315167997,48391
China,Yongcheng,33.9318,116.4434,474,CHN,0.10200000000000001,48348.0,1.0,0.0,48348
India,Ujjain,23.1833,75.7667,607,IND,0.079,47953.0,1.0,0.0023652678315167997,47840
Thailand,Kalasin,16.4328,103.5066,518,THA,0.092,47656.0,1.0,0.0,47656
China,Xuancheng,30.949,118.7524,467,CHN,0.10200000000000001,47634.0,1.0,0.0,47634
China,Zhuanghe,39.7051,122.9688,466,CHN,0.10200000000000001,47532.0,1.0,0.0,47532
India,Bilaspur,22.0783,82.1457,600,IND,0.079,47400.0,1.0,0.0023652678315167997,47288
India,Patiala,30.3267,76.4003,599,IND,0.079,47321.0,1.0,0.0023652678315167997,47209
China,Wafangdian ,39.6267,121.9949,460,CHN,0.10200000000000001,46920.0,1.0,0.0,46920
China,Yuhuan,28.1359,121.2318,460,CHN,0.10200000000000001,46920.0,1.0,0.0,46920
China,Gaoan,28.4271,115.3722,459,CHN,0.10200000000000001,46818.0,1.0,0.0,46818
China,Fuan,27.0881,119.6454,459,CHN,0.10200000000000001,46818.0,1.0,0.0,46818
China,Chizhou,30.6578,117.4831,458,CHN,0.10200000000000001,46716.0,1.0,0.0,46716
China,Kelamayi,45.5941,84.8729,457,CHN,0.10200000000000001,46614.0,1.0,0.0,46614
Mexico,Poza Rica de Hidalgo,20.5332,-97.4595,565,MEX,0.08299999999999999,46895.0,0.9980000305,0.0054642808223601,46545
Mexico,Matamoros,25.5333,-103.25,563,MEX,0.08299999999999999,46729.0,0.9980000305,0.0054642808223601,46381
India,Mathura,27.5,77.6833,588,IND,0.079,46452.0,1.0,0.0023652678315167997,46342
China,Liyang,31.423,119.4837,454,CHN,0.10200000000000001,46308.0,1.0,0.0,46308
Thailand,Khon-Kaen,16.4467,102.833,503,THA,0.092,46276.0,1.0,0.0,46276
Thailand,Nakhon Pathom,13.8194,100.0442,503,THA,0.092,46276.0,1.0,0.0,46276
India,Sangli,16.8544,74.5642,584,IND,0.079,46136.0,1.0,0.0023652678315167997,46027
China,Fengcheng,28.1787,115.7758,448,CHN,0.10200000000000001,45696.0,1.0,0.0,45696
Thailand,Surat Thani,9.1401,99.3331,496,THA,0.092,45632.0,1.0,0.0,45632
Thailand,Ubon Ratchathani,15.2384,104.8487,495,THA,0.092,45540.0,1.0,0.0,45540
Russian Federation,Tolyatti,53.5303,49.3461,700,RUS,0.065,45500.0,1.0,0.0,45500
India,Imphal,24.8167,93.95,576,IND,0.079,45504.0,1.0,0.0023652678315167997,45396
China,Suizhou,31.7111,113.3631,445,CHN,0.10200000000000001,45390.0,1.0,0.0,45390
Paraguay,Ciudad del Este,-25.5167,-54.6167,322,PRY,0.141,45402.0,1.0,0.000752418930686196,45368
India,Agartala,23.8364,91.275,575,IND,0.079,45425.0,1.0,0.0023652678315167997,45318
China,Xinzheng,34.3985,113.7368,444,CHN,0.10200000000000001,45288.0,1.0,0.0,45288
Indonesia,Banjarmasin,-3.3244,114.591,732,IDN,0.06199999999999999,45384.0,0.9959999847000001,9.424091293893e-06,45202
China,Zhangye,38.9342,100.4517,443,CHN,0.10200000000000001,45186.0,1.0,0.0,45186
China,Bayannaoer,40.7505,107.4052,443,CHN,0.10200000000000001,45186.0,1.0,0.0,45186
China,Lvliang,37.5195,111.1318,442,CHN,0.10200000000000001,45084.0,1.0,0.0,45084
Yemen,Adan (Aden),12.7988,45.0359,980,YEM,0.05,49000.0,0.9311345673,0.0120962153712701,45074
China,Pinghu,30.7037,121.0097,441,CHN,0.10200000000000001,44982.0,1.0,0.0,44982
Mexico,Tepic,21.5,-104.9,546,MEX,0.08299999999999999,45318.0,0.9980000305,0.0054642808223601,44980
China,Hejian,38.4425,116.0949,440,CHN,0.10200000000000001,44880.0,1.0,0.0,44880
India,Vellore,12.9333,79.1333,569,IND,0.079,44951.0,1.0,0.0023652678315167997,44845
India,Udaipur,24.5661,73.6911,569,IND,0.079,44951.0,1.0,0.0023652678315167997,44845
India,Tirunelveli,8.7333,77.7,566,IND,0.079,44714.0,1.0,0.0023652678315167997,44608
India,Gaya,24.7833,85.0,565,IND,0.079,44635.0,1.0,0.0023652678315167997,44529
India,Jalgaon,21.0092,75.5644,565,IND,0.079,44635.0,1.0,0.0023652678315167997,44529
China,"Ji'an, Jiangxi",27.1177,114.9804,435,CHN,0.10200000000000001,44370.0,1.0,0.0,44370
China,Jurong,31.9498,119.1609,435,CHN,0.10200000000000001,44370.0,1.0,0.0,44370
India,Thoothukkudi (Tuticorin),8.809,78.1369,561,IND,0.079,44319.0,1.0,0.0023652678315167997,44214
China,Yixing,31.3599,119.7763,432,CHN,0.10200000000000001,44064.0,1.0,0.0,44064
China,Yingde,24.1974,113.4055,431,CHN,0.10200000000000001,43962.0,1.0,0.0,43962
China,Shanwei,22.7787,115.3568,430,CHN,0.10200000000000001,43860.0,1.0,0.0,43860
TFYR Macedonia,Skopje,42.0,21.4333,595,MKD,0.074,44030.0,1.0,0.007470769015749801,43701
South Africa,Port Elizabeth (Nelson Mandela Bay),-33.918,25.5701,1254,ZAF,0.040999999999999995,51414.0,0.8880626678,0.0447956252095753,43614
India,Panipat,29.3889,76.9681,548,IND,0.079,43292.0,1.0,0.0023652678315167997,43190
China,Suihua,46.6366,126.983,422,CHN,0.10200000000000001,43044.0,1.0,0.0,43044
China,"Lishui, Zhejiang",28.457,119.9192,422,CHN,0.10200000000000001,43044.0,1.0,0.0,43044
India,Rajahmundry,17.0038,81.7894,544,IND,0.079,42976.0,1.0,0.0023652678315167997,42874
China,Fangchenggang,21.7659,108.354,420,CHN,0.10200000000000001,42840.0,1.0,0.0,42840
China,Tongcheng,31.0538,116.9556,418,CHN,0.10200000000000001,42636.0,1.0,0.0,42636
Mexico,Cuautla Morelos,18.8,-98.95,517,MEX,0.08299999999999999,42911.0,0.9980000305,0.0054642808223601,42591
China,Nankang,25.6655,114.7558,417,CHN,0.10200000000000001,42534.0,1.0,0.0,42534
Mexico,Puerto Vallarta,20.6204,-105.2307,516,MEX,0.08299999999999999,42828.0,0.9980000305,0.0054642808223601,42509
China,Jiyuan,35.0926,112.5833,416,CHN,0.10200000000000001,42432.0,1.0,0.0,42432
China,Hechi,24.6977,108.0808,415,CHN,0.10200000000000001,42330.0,1.0,0.0,42330
Russian Federation,Izhevsk,56.8498,53.2045,651,RUS,0.065,42315.0,1.0,0.0,42315
China,Akesu,41.1695,80.2626,413,CHN,0.10200000000000001,42126.0,1.0,0.0,42126
Indonesia,Balikpapan,-1.2675,116.8289,682,IDN,0.06199999999999999,42284.0,0.9959999847000001,9.424091293893e-06,42114
China,Tieling,42.2931,123.8414,412,CHN,0.10200000000000001,42024.0,1.0,0.0,42024
Thailand,Buri Ram,14.9943,103.1039,454,THA,0.092,41768.0,1.0,0.0,41768
China,Rongcheng,37.154,122.4363,408,CHN,0.10200000000000001,41616.0,1.0,0.0,41616
China,Linzhou,36.071,113.8156,408,CHN,0.10200000000000001,41616.0,1.0,0.0,41616
Russian Federation,Barnaul,53.3606,83.7636,640,RUS,0.065,41600.0,1.0,0.0,41600
Russian Federation,Irkutsk,52.2978,104.2964,639,RUS,0.065,41535.0,1.0,0.0,41535
China,Baiyin,36.5487,104.1831,405,CHN,0.10200000000000001,41310.0,1.0,0.0,41310
Thailand,Lampang,18.2923,99.4928,449,THA,0.092,41308.0,1.0,0.0,41308
Indonesia,Pontianak,-0.0333,109.3333,668,IDN,0.06199999999999999,41416.0,0.9959999847000001,9.424091293893e-06,41250
China,Laibin,23.738,109.2268,404,CHN,0.10200000000000001,41208.0,1.0,0.0,41208
China,Longchang,29.3394,105.2876,404,CHN,0.10200000000000001,41208.0,1.0,0.0,41208
Russian Federation,Khabarovsk,48.4827,135.0838,633,RUS,0.065,41145.0,1.0,0.0,41145
India,Bellary,15.15,76.9333,521,IND,0.079,41159.0,1.0,0.0023652678315167997,41062
China,Shengzhou,29.593,120.8214,401,CHN,0.10200000000000001,40902.0,1.0,0.0,40902
China,Xinyi,22.3585,110.9388,401,CHN,0.10200000000000001,40902.0,1.0,0.0,40902
China,Kaiping,22.3724,112.7026,400,CHN,0.10200000000000001,40800.0,1.0,0.0,40800
China,Wuwei,37.9251,102.6337,400,CHN,0.10200000000000001,40800.0,1.0,0.0,40800
China,Hami,42.8259,93.5169,399,CHN,0.10200000000000001,40698.0,1.0,0.0,40698
Russian Federation,Ulyanovsk,54.3282,48.3866,625,RUS,0.065,40625.0,1.0,0.0,40625
China,Meizhou,24.2989,116.1214,398,CHN,0.10200000000000001,40596.0,1.0,0.0,40596
China,Huangshan,29.7127,118.3225,398,CHN,0.10200000000000001,40596.0,1.0,0.0,40596
Thailand,Phra Nakhon Si Ayutthaya,14.3517,100.5772,441,THA,0.092,40572.0,1.0,0.0,40572
Thailand,Roi Et,16.0567,103.6531,441,THA,0.092,40572.0,1.0,0.0,40572
India,Kakinada,16.9333,82.2167,514,IND,0.079,40606.0,1.0,0.0023652678315167997,40510
China,Xingyang,34.7916,113.3834,397,CHN,0.10200000000000001,40494.0,1.0,0.0,40494
China,Jingdezhen,29.2947,117.2079,396,CHN,0.10200000000000001,40392.0,1.0,0.0,40392
India,Davanagere,14.4608,75.9199,512,IND,0.079,40448.0,1.0,0.0023652678315167997,40352
China,Botou,38.0667,116.5667,395,CHN,0.10200000000000001,40290.0,1.0,0.0,40290
Thailand,Lop Buri,14.7981,100.654,437,THA,0.092,40204.0,1.0,0.0,40204
China,Laizhou,37.1797,119.943,394,CHN,0.10200000000000001,40188.0,1.0,0.0,40188
China,Changji,44.0117,87.3038,393,CHN,0.10200000000000001,40086.0,1.0,0.0,40086
China,Heshan,22.7659,112.959,392,CHN,0.10200000000000001,39984.0,1.0,0.0,39984
Russian Federation,Yaroslavl,57.6299,39.8737,612,RUS,0.065,39780.0,1.0,0.0,39780
China,Xingping,34.3011,108.4877,390,CHN,0.10200000000000001,39780.0,1.0,0.0,39780
Thailand,Phuket,7.8906,98.3981,432,THA,0.092,39744.0,1.0,0.0,39744
India,Muzaffarpur,26.1167,85.4,504,IND,0.079,39816.0,1.0,0.0023652678315167997,39722
China,Danzhou,19.5166,109.5752,389,CHN,0.10200000000000001,39678.0,1.0,0.0,39678
Russian Federation,Vladivostok,43.1056,131.8735,610,RUS,0.065,39650.0,1.0,0.0,39650
China,Laiyang,36.9758,120.7136,387,CHN,0.10200000000000001,39474.0,1.0,0.0,39474
China,Enping,22.1853,112.3048,386,CHN,0.10200000000000001,39372.0,1.0,0.0,39372
Mexico,Orizaba,18.85,-97.1,475,MEX,0.08299999999999999,39425.0,0.9980000305,0.0054642808223601,39131
China,Linqing,36.8456,115.7117,383,CHN,0.10200000000000001,39066.0,1.0,0.0,39066
South Sudan,Juba,4.8517,31.5825,403,SSD,0.9845,396754.0,0.1386866856,0.2909998094405862,39012
Russian Federation,Makhachkala,42.9764,47.5024,600,RUS,0.065,39000.0,1.0,0.0,39000
China,Jiuquan,39.738,98.5042,382,CHN,0.10200000000000001,38964.0,1.0,0.0,38964
China,Dujiangyan,30.9966,103.6281,382,CHN,0.10200000000000001,38964.0,1.0,0.0,38964
India,Hosur,12.7167,77.8167,494,IND,0.079,39026.0,1.0,0.0023652678315167997,38934
Yemen,Ta'izz,13.5795,44.0209,845,YEM,0.05,42250.0,0.9311345673,0.0120962153712701,38865
China,Pingliang,35.5392,106.6861,380,CHN,0.10200000000000001,38760.0,1.0,0.0,38760
Russian Federation,Tomsk,56.4942,84.9742,596,RUS,0.065,38740.0,1.0,0.0,38740
Indonesia,Jambi,-1.6,103.6167,626,IDN,0.06199999999999999,38812.0,0.9959999847000001,9.424091293893e-06,38656
China,Liaoyuan,42.9036,125.1358,375,CHN,0.10200000000000001,38250.0,1.0,0.0,38250
China,Xinzhou,38.4173,112.7331,374,CHN,0.10200000000000001,38148.0,1.0,0.0,38148
China,Gaoping,35.7977,112.923,373,CHN,0.10200000000000001,38046.0,1.0,0.0,38046
China,Gongzhuling,43.5008,124.8198,373,CHN,0.10200000000000001,38046.0,1.0,0.0,38046
China,Sanming,26.2641,117.6191,372,CHN,0.10200000000000001,37944.0,1.0,0.0,37944
India,Latur,18.4,76.5833,479,IND,0.079,37841.0,1.0,0.0023652678315167997,37751
India,Bhagalpur,25.25,87.0,479,IND,0.079,37841.0,1.0,0.0023652678315167997,37751
China,Donggang,39.8834,124.1462,370,CHN,0.10200000000000001,37740.0,1.0,0.0,37740
China,"Xingyi, Guizhou",25.0945,104.8983,370,CHN,0.10200000000000001,37740.0,1.0,0.0,37740
India,Purnia,25.7833,87.4667,478,IND,0.079,37762.0,1.0,0.0023652678315167997,37673
China,Dashiqiao,40.6373,122.5025,369,CHN,0.10200000000000001,37638.0,1.0,0.0,37638
China,Emeishan,29.6007,103.4856,368,CHN,0.10200000000000001,37536.0,1.0,0.0,37536
Mexico,Mazatlán,23.2407,-106.4143,455,MEX,0.08299999999999999,37765.0,0.9980000305,0.0054642808223601,37484
Thailand,Ratchaburi,13.5367,99.8169,406,THA,0.092,37352.0,1.0,0.0,37352
China,Qufu,35.5967,116.9911,366,CHN,0.10200000000000001,37332.0,1.0,0.0,37332
Mexico,Irapuato,20.6784,-101.3465,453,MEX,0.08299999999999999,37599.0,0.9980000305,0.0054642808223601,37319
China,Luoding,22.7708,111.566,365,CHN,0.10200000000000001,37230.0,1.0,0.0,37230
China,Wanning,18.7955,110.3826,363,CHN,0.10200000000000001,37026.0,1.0,0.0,37026
China,Qidong,31.8134,121.6577,363,CHN,0.10200000000000001,37026.0,1.0,0.0,37026
Russian Federation,Orenburg,51.7727,55.0988,569,RUS,0.065,36985.0,1.0,0.0,36985
India,Begusarai,25.4167,86.1333,468,IND,0.079,36972.0,1.0,0.0023652678315167997,36885
Mexico,Nuevo Laredo,27.4763,-99.5164,447,MEX,0.08299999999999999,37101.0,0.9980000305,0.0054642808223601,36824
China,Yaan,29.9874,102.9945,361,CHN,0.10200000000000001,36822.0,1.0,0.0,36822
India,Rohtak,28.9,76.5667,467,IND,0.079,36893.0,1.0,0.0023652678315167997,36806
Russian Federation,Kemerovo,55.3333,86.0833,566,RUS,0.065,36790.0,1.0,0.0,36790
China,Yunfu,22.9306,112.0373,360,CHN,0.10200000000000001,36720.0,1.0,0.0,36720
China,Huixian,35.4672,113.8013,359,CHN,0.10200000000000001,36618.0,1.0,0.0,36618
China,Yushu,44.8243,126.551,356,CHN,0.10200000000000001,36312.0,1.0,0.0,36312
China,Wenchang,19.614,110.7505,356,CHN,0.10200000000000001,36312.0,1.0,0.0,36312
China,Huazhou,21.6572,110.6391,356,CHN,0.10200000000000001,36312.0,1.0,0.0,36312
China,Yining,43.9196,81.3161,356,CHN,0.10200000000000001,36312.0,1.0,0.0,36312
India,Shillong,25.5689,91.8831,460,IND,0.079,36340.0,1.0,0.0023652678315167997,36254
Croatia,Zagreb,45.8144,15.978,685,HRV,0.053,36305.0,1.0,0.001977965569251,36233
China,Zhuozhou,39.4846,115.9783,355,CHN,0.10200000000000001,36210.0,1.0,0.0,36210
China,Macheng,31.1783,115.0319,352,CHN,0.10200000000000001,35904.0,1.0,0.0,35904
Russian Federation,Novokuznetsk,53.7557,87.1099,551,RUS,0.065,35815.0,1.0,0.0,35815
China,Xianning,29.8356,114.3303,350,CHN,0.10200000000000001,35700.0,1.0,0.0,35700
India,Bhilwara,25.35,74.6333,452,IND,0.079,35708.0,1.0,0.0023652678315167997,35624
China,Wuchuan ,21.431,110.7762,349,CHN,0.10200000000000001,35598.0,1.0,0.0,35598
China,Shenmu,38.8341,110.4847,349,CHN,0.10200000000000001,35598.0,1.0,0.0,35598
India,Yamunanagar,30.1,77.2833,451,IND,0.079,35629.0,1.0,0.0023652678315167997,35545
India,Akola,20.7333,77.0,451,IND,0.079,35629.0,1.0,0.0023652678315167997,35545
Estonia,Tallinn,59.437,24.7535,445,EST,0.08,35600.0,1.0,0.0028617198289535,35498
China,Leping,28.972,117.1283,348,CHN,0.10200000000000001,35496.0,1.0,0.0,35496
China,Zhaoyuan,37.3592,120.3964,348,CHN,0.10200000000000001,35496.0,1.0,0.0,35496
China,Kaili,26.5834,107.9719,348,CHN,0.10200000000000001,35496.0,1.0,0.0,35496
India,Anantapur,14.6833,77.6,449,IND,0.079,35471.0,1.0,0.0023652678315167997,35387
Russian Federation,Ryazan,54.6269,39.6916,540,RUS,0.065,35100.0,1.0,0.0,35100
China,Yuanjiang,28.843,112.3642,344,CHN,0.10200000000000001,35088.0,1.0,0.0,35088
China,Lengshuijiang,27.6879,111.4374,344,CHN,0.10200000000000001,35088.0,1.0,0.0,35088
Albania,Tiranë (Tirana),41.3275,19.8189,494,ALB,0.071,35074.0,1.0,0.0,35074
Thailand,Sakon Nakhon,17.1611,104.1472,381,THA,0.092,35052.0,1.0,0.0,35052
India,Kadapa,14.471,78.8241,443,IND,0.079,34997.0,1.0,0.0023652678315167997,34914
China,Anlu,31.2575,113.6783,342,CHN,0.10200000000000001,34884.0,1.0,0.0,34884
Russian Federation,Astrakhan,46.3497,48.0408,535,RUS,0.065,34775.0,1.0,0.0,34775
Russian Federation,Naberezhnye Tchelny,55.7255,52.4112,535,RUS,0.065,34775.0,1.0,0.0,34775
China,Ningguo,30.6209,118.9796,340,CHN,0.10200000000000001,34680.0,1.0,0.0,34680
Republic of Korea,Busan,35.1028,129.0403,3465,KOR,0.01,34650.0,1.0,0.0,34650
China,Zhaotong,27.3363,103.7189,339,CHN,0.10200000000000001,34578.0,1.0,0.0,34578
India,Sagar,23.8405,78.7385,437,IND,0.079,34523.0,1.0,0.0023652678315167997,34441
China,Manzhouli,49.5881,117.4545,337,CHN,0.10200000000000001,34374.0,1.0,0.0,34374
China,Xuanwei,26.229,104.1018,337,CHN,0.10200000000000001,34374.0,1.0,0.0,34374
China,Jiayuguan,39.808,98.2761,336,CHN,0.10200000000000001,34272.0,1.0,0.0,34272
China,Wulanhaote,46.0748,122.0679,335,CHN,0.10200000000000001,34170.0,1.0,0.0,34170
China,Ningde,26.6617,119.5228,334,CHN,0.10200000000000001,34068.0,1.0,0.0,34068
Russian Federation,Penza,53.2007,45.0046,523,RUS,0.065,33995.0,1.0,0.0,33995
China,Baicheng,45.6183,122.8418,333,CHN,0.10200000000000001,33966.0,1.0,0.0,33966
China,Songzi,30.1736,111.7761,332,CHN,0.10200000000000001,33864.0,1.0,0.0,33864
India,Alwar,27.5625,76.625,429,IND,0.079,33891.0,1.0,0.0023652678315167997,33811
Mexico,Colima,19.2333,-103.7167,410,MEX,0.08299999999999999,34030.0,0.9980000305,0.0054642808223601,33776
China,Shihezi,44.3075,86.032,330,CHN,0.10200000000000001,33660.0,1.0,0.0,33660
China,Fujin,47.2485,132.0373,330,CHN,0.10200000000000001,33660.0,1.0,0.0,33660
China,Zixing,25.9762,113.2319,330,CHN,0.10200000000000001,33660.0,1.0,0.0,33660
India,English Bazar,25.0,88.15,427,IND,0.079,33733.0,1.0,0.0023652678315167997,33653
India,Hardwar,29.9667,78.1667,426,IND,0.079,33654.0,1.0,0.0023652678315167997,33574
India,Rampur,28.8062,79.0277,426,IND,0.079,33654.0,1.0,0.0023652678315167997,33574
Russian Federation,Balashikha,55.7982,37.968,515,RUS,0.065,33475.0,1.0,0.0,33475
China,Haiyang,36.7823,121.1703,328,CHN,0.10200000000000001,33456.0,1.0,0.0,33456
China,Zhangshu,28.066,115.5473,328,CHN,0.10200000000000001,33456.0,1.0,0.0,33456
Russian Federation,Kirov,58.6031,49.6682,513,RUS,0.065,33345.0,1.0,0.0,33345
El Salvador,San Salvador,13.6894,-89.1872,1106,SLV,0.03,33180.0,1.0,0.00032692553319748903,33169
Thailand,Chanthaburi,12.6094,102.1044,360,THA,0.092,33120.0,1.0,0.0,33120
China,Dingzhou,38.5131,114.9956,324,CHN,0.10200000000000001,33048.0,1.0,0.0,33048
Mexico,Minatitlán,18.0013,-94.5581,401,MEX,0.08299999999999999,33283.0,0.9980000305,0.0054642808223601,33035
Russian Federation,Lipetsk,52.6031,39.5708,507,RUS,0.065,32955.0,1.0,0.0,32955
China,Hailin,44.5769,129.3896,323,CHN,0.10200000000000001,32946.0,1.0,0.0,32946
India,Korba,22.35,82.6833,418,IND,0.079,33022.0,1.0,0.0023652678315167997,32944
Peru,Arequipa,-16.3989,-71.535,923,PER,0.036,33228.0,1.0,0.0097904397707162,32903
Russian Federation,Cheboksary,56.1322,47.2519,506,RUS,0.065,32890.0,1.0,0.0,32890
Gabon,Libreville,0.3925,9.4537,834,GAB,0.04,33360.0,0.9858896637,0.0022261728966064,32816
China,Rushan,36.9158,121.5267,321,CHN,0.10200000000000001,32742.0,1.0,0.0,32742
India,Bijapur,16.8244,75.7154,414,IND,0.079,32706.0,1.0,0.0023652678315167997,32629
India,Barddhaman,23.2406,87.8694,414,IND,0.079,32706.0,1.0,0.0023652678315167997,32629
Indonesia,Surakarta,-7.5561,110.8317,527,IDN,0.06199999999999999,32674.0,0.9959999847000001,9.424091293893e-06,32543
Mexico,Coatzacoalcos,18.15,-94.4167,395,MEX,0.08299999999999999,32785.0,0.9980000305,0.0054642808223601,32541
China,Anning,24.9211,102.4784,317,CHN,0.10200000000000001,32334.0,1.0,0.0,32334
China,Rugao,32.3977,120.5604,317,CHN,0.10200000000000001,32334.0,1.0,0.0,32334
India,Raniganj,23.6164,87.1306,410,IND,0.079,32390.0,1.0,0.0023652678315167997,32313
India,Dhule,20.9,74.7833,410,IND,0.079,32390.0,1.0,0.0023652678315167997,32313
Kazakhstan,Almaty,43.2472,76.9101,1896,KAZ,0.017,32232.0,1.0,0.0,32232
India,Brahmapur,19.3167,84.7833,408,IND,0.079,32232.0,1.0,0.0023652678315167997,32156
India,Baharampur,24.1,88.25,407,IND,0.079,32153.0,1.0,0.0023652678315167997,32077
India,Ahmadnagar,19.0833,74.7333,404,IND,0.079,31916.0,1.0,0.0023652678315167997,31841
India,Karnal,29.6833,76.9833,402,IND,0.079,31758.0,1.0,0.0023652678315167997,31683
Indonesia,Ambon,-3.6954,128.1814,513,IDN,0.06199999999999999,31806.0,0.9959999847000001,9.424091293893e-06,31678
Russian Federation,"Kaliningrad, Kaliningrad Oblast",54.7143,20.51,484,RUS,0.065,31460.0,1.0,0.0,31460
India,Junagadh,21.5167,70.4667,397,IND,0.079,31363.0,1.0,0.0023652678315167997,31289
South Africa,West Rand,-26.12,27.75,898,ZAF,0.040999999999999995,36818.0,0.8880626678,0.0447956252095753,31232
Indonesia,Mataram,-8.5833,116.1167,505,IDN,0.06199999999999999,31310.0,0.9959999847000001,9.424091293893e-06,31184
India,Karimnagar,18.4333,79.15,395,IND,0.079,31205.0,1.0,0.0023652678315167997,31131
China,Yangchun,22.1704,111.7892,305,CHN,0.10200000000000001,31110.0,1.0,0.0,31110
Thailand,Suphan Buri,14.4742,100.1222,338,THA,0.092,31096.0,1.0,0.0,31096
India,Dhulian,24.6709,87.9482,393,IND,0.079,31047.0,1.0,0.0023652678315167997,30974
Peru,Trujillo,-8.116,-79.03,865,PER,0.036,31140.0,1.0,0.0097904397707162,30835
Yemen,Al-Hudaydah,14.7978,42.9545,669,YEM,0.05,33450.0,0.9311345673,0.0120962153712701,30770
Russian Federation,Tula,54.2021,37.6443,473,RUS,0.065,30745.0,1.0,0.0,30745
India,Gandhidham,23.0671,70.14,390,IND,0.079,30810.0,1.0,0.0023652678315167997,30737
Mexico,Ciudad Obregón,27.4833,-109.9333,372,MEX,0.08299999999999999,30876.0,0.9980000305,0.0054642808223601,30646
India,Dindigul,10.369,77.9804,386,IND,0.079,30494.0,1.0,0.0023652678315167997,30422
Mexico,Zacatecas,22.7756,-102.5722,369,MEX,0.08299999999999999,30627.0,0.9980000305,0.0054642808223601,30399
India,Ottappalam,10.7667,76.3833,385,IND,0.079,30415.0,1.0,0.0023652678315167997,30343
Brazil,Belo Horizonte,-19.9208,-43.9378,6084,BRA,0.005,30420.0,1.0,0.0042300844605159,30291
Russian Federation,Kursk,51.7373,36.1874,465,RUS,0.065,30225.0,1.0,0.0,30225
Yemen,Ibb,13.9667,44.1833,649,YEM,0.05,32450.0,0.9311345673,0.0120962153712701,29850
Mexico,Ciudad Victoria,23.7333,-99.1333,362,MEX,0.08299999999999999,30046.0,0.9980000305,0.0054642808223601,29822
Mexico,Monclova,26.9,-101.4167,361,MEX,0.08299999999999999,29963.0,0.9980000305,0.0054642808223601,29740
South Africa,Soshanguve,-25.4729,28.0992,853,ZAF,0.040999999999999995,34973.0,0.8880626678,0.0447956252095753,29667
India,Shimoga,13.9316,75.5679,375,IND,0.079,29625.0,1.0,0.0023652678315167997,29555
India,Shahjahanpur,27.8833,79.9167,374,IND,0.079,29546.0,1.0,0.0023652678315167997,29476
India,Bihar Sharif,25.1833,85.5167,373,IND,0.079,29467.0,1.0,0.0023652678315167997,29397
India,Anand,22.5667,72.9333,372,IND,0.079,29388.0,1.0,0.0023652678315167997,29318
Russian Federation,Stavropol,45.0428,41.9734,450,RUS,0.065,29250.0,1.0,0.0,29250
Russian Federation,Sochi,43.5992,39.7257,450,RUS,0.065,29250.0,1.0,0.0,29250
Thailand,Lamphun,18.5805,99.0075,317,THA,0.092,29164.0,1.0,0.0,29164
India,Aizawl,23.7244,92.7175,370,IND,0.079,29230.0,1.0,0.0023652678315167997,29161
India,Palakkad,10.7725,76.6514,368,IND,0.079,29072.0,1.0,0.0023652678315167997,29003
India,Bathinda,30.2,74.95,368,IND,0.079,29072.0,1.0,0.0023652678315167997,29003
Mexico,Córdoba,18.8833,-96.9333,352,MEX,0.08299999999999999,29216.0,0.9980000305,0.0054642808223601,28998
India,Ichalkaranji,16.7,74.4667,367,IND,0.079,28993.0,1.0,0.0023652678315167997,28924
India,Santipur,23.2472,88.433,367,IND,0.079,28993.0,1.0,0.0023652678315167997,28924
Russian Federation,Ulan-Ude,51.8261,107.6098,444,RUS,0.065,28860.0,1.0,0.0,28860
India,Tumkur,13.3422,77.1017,361,IND,0.079,28519.0,1.0,0.0023652678315167997,28452
